LOAD DATA
INFILE *
APPEND
INTO TABLE macomb.mt_eh_nist_mugshot
FIELDS TERMINATED BY ',' OPTIONALLY ENCLOSED BY '"'
(PHOTO_ID,IMAGE_POSE,POSE_OFFSET_ANGLE,GLASSES_FLAG,HAT_FLAG,SCARF_FLAG,PHYSICAL_FLAG,OTHER_FLAG,DESCRIPTION,ACTION_TYPE,ACTION_TIME,ACTION_BY)
SNJ9IMLNHX3Q8JPY,FRONT,F0,N,N,N,N,N,,I,2000021312:32:44-480,-900
XNY6C6REOT8X1PLA,SIDE,L90,N,N,N,N,N,,I,2000021312:32:54-480,-900
FWW5GATGBWUYPZX8,FRONT,F0,N,N,N,N,N,,I,2000021312:33:28-480,-900
QGIBI3DL7TS3IV5A,SIDE,L90,N,N,N,N,N,,I,2000021312:33:38-480,-900
IB617PSNYV99Q5TM,FRONT,F0,N,N,N,N,N,,I,2000021313:19:16-480,-900
U3SW5JI2PMB08A8V,SIDE,L90,N,N,N,N,N,,I,2000021313:19:34-480,-900
NXD6L8X4XMY35V23,FRONT,F0,N,N,N,N,N,,I,2000021316:16:08-480,-900
CLJVUQPPUA18WAFJ,SIDE,L90,N,N,N,N,N,,I,2000021316:16:18-480,-900
E9HKKMZ6QY7RDZ2C,FRONT,F0,N,N,N,N,N,,I,2000021317:38:08-480,-900
HIMU1TLLXJIV94NN,SIDE,L90,N,N,N,N,N,,I,2000021317:38:14-480,-900
QWJJ43GFXNVQWPM1,FRONT,F0,N,N,N,N,N,,I,2000021317:39:28-480,-900
OOJ6XRSR3LFDW7E7,SIDE,L90,N,N,N,N,N,,I,2000021317:39:38-480,-900
DOPUE83X7RY07BF2,FRONT,F0,N,N,N,N,N,,I,2000021320:08:08-480,-900
U9PZV8HBRF2TGBM7,SIDE,L90,N,N,N,N,N,,I,2000021320:08:26-480,-900
IB4B9SWP00C9HF8J,FRONT,F0,N,N,N,N,N,,I,2000021320:18:14-480,-900
HWC9Y4GHY1GWF9TN,SIDE,L90,N,N,N,N,N,,I,2000021320:18:34-480,-900
WHHCJ7MYN9L4VPGK,FRONT,F0,N,N,N,N,N,,I,2000021320:20:00-480,-900
GMW4Z8H9ZJE694PQ,SIDE,L90,N,N,N,N,N,,I,2000021320:20:22-480,-900
YWMQDL3A8JDJW7XO,FRONT,F0,N,N,N,N,N,,I,2000021320:22:00-480,-900
VEX7UNCVRAEZNGDD,SIDE,L90,N,N,N,N,N,,I,2000021320:22:10-480,-900
HE1S97UKH0O4DRMG,FRONT,F0,N,N,N,N,N,,I,2000021320:23:16-480,-900
MRS43GVZB3YWP0JW,SIDE,L90,N,N,N,N,N,,I,2000021320:24:00-480,-900
C42KZ483BWD1I8LR,FRONT,F0,N,N,N,N,N,,I,2000021321:42:56-480,-900
STPOFHRG59JBL38S,SIDE,L90,N,N,N,N,N,,I,2000021321:43:16-480,-900
TRYY6TL2YN6AJDXI,FRONT,F0,N,N,N,N,N,,I,2000021321:43:36-480,-900
BI3PSPKNLGCS5ZXB,SIDE,L90,N,N,N,N,N,,I,2000021321:43:42-480,-900
BWSOJP8RXRJE7MDK,FRONT,F0,N,N,N,N,N,,I,2000021321:44:22-480,-900
K9Q0MKBV3B7H44YZ,SIDE,L90,N,N,N,N,N,,I,2000021321:44:28-480,-900
VZQ89TI95RBH75LJ,FRONT,F0,N,N,N,N,N,,I,2000021400:25:06-480,-900
PJAEUE42GAT0IU3E,SIDE,L90,N,N,N,N,N,,I,2000021400:25:10-480,-900
WHE4PSXYT0AJVH95,FRONT,F0,N,N,N,N,N,,I,2000021400:25:38-480,-900
S3R6C8KYKMJY16W1,SIDE,L90,N,N,N,N,N,,I,2000021400:25:42-480,-900
MHY9Z6M46DCNYNTZ,FRONT,F0,N,N,N,N,N,,I,2000021400:26:12-480,-900
YHLMVPP42UBZBZ50,SIDE,L90,N,N,N,N,N,,I,2000021400:26:16-480,-900
WZK7L0YS3ITBG5X0,FRONT,F0,N,N,N,N,N,,I,2000021400:26:40-480,-900
E1008LPC7IBJW6QM,SIDE,L90,N,N,N,N,N,,I,2000021400:26:52-480,-900
DWEAI57QQFLH2DUQ,FRONT,F0,N,N,N,N,N,,I,2000021400:39:12-480,-900
AG8A2P2U2RYHL5OT,SIDE,L90,N,N,N,N,N,,I,2000021400:39:16-480,-900
O3EPOPJ50L9M4RYJ,FRONT,F0,N,N,N,N,N,,I,2000021400:40:12-480,-900
U1T5A4ILSGVBTETB,SIDE,L90,N,N,N,N,N,,I,2000021400:40:18-480,-900
R0RTO5TBCJ7QPDQW,FRONT,F0,N,N,N,N,N,,I,2000021400:41:54-480,-900
PD7SZYCVSTCRTHRP,SIDE,L90,N,N,N,N,N,,I,2000021400:41:58-480,-900
GOCA14WUE6S4U17H,FRONT,F0,N,N,N,N,N,,I,2000021402:13:32-480,-900
V2ZDEOGINA0IDCKZ,SIDE,L90,N,N,N,N,N,,I,2000021402:13:36-480,-900
XA74KE6ZW8O9Z7JE,FRONT,F0,N,N,N,N,N,,I,2000021402:14:00-480,-900
ZJJIBWP7HWVKCXE5,SIDE,L90,N,N,N,N,N,,I,2000021402:14:06-480,-900
U6R7O0I2BR0IRX8Z,FRONT,F0,N,N,N,N,N,,I,2000021402:14:36-480,-900
Y91CLH1U5YL0FSBE,SIDE,L90,N,N,N,N,N,,I,2000021402:14:42-480,-900
IG8ZAKCRYNYXITTB,FRONT,F0,N,N,N,N,N,,I,2000021402:15:40-480,-900
H6N74K3QOT6CLV97,SIDE,L90,N,N,N,N,N,,I,2000021402:15:46-480,-900
VH2BX5KLJ2OA1RQZ,FRONT,F0,N,N,N,N,N,,I,2000021402:27:14-480,-900
RCRNQVZ1LKUURWB8,SIDE,L90,N,N,N,N,N,,I,2000021402:27:18-480,-900
COTC6WUQ6EDJ4TIR,FRONT,F0,N,N,N,N,N,,I,2000021402:29:24-480,-900
D23845P9TFLNGULD,SIDE,L90,N,N,N,N,N,,I,2000021402:29:28-480,-900
V2EM1J24K7CAEL7F,FRONT,F0,N,N,N,N,N,,I,2000021405:19:00-480,-900
KH95TVE7JANBHIJI,SIDE,L90,N,N,N,N,N,,I,2000021405:19:04-480,-900
K239D1GCXZ7X86K7,FRONT,F0,N,N,N,N,N,,I,2000021405:19:30-480,-900
ANSRVNGN0QL5U71R,SIDE,L90,N,N,N,N,N,,I,2000021405:19:36-480,-900
F8D1BEX6S812H9LI,FRONT,F0,N,N,N,N,N,,I,2000021405:19:58-480,-900
SOS6YJCT3IT761RN,SIDE,L90,N,N,N,N,N,,I,2000021405:20:02-480,-900
IOKHYRF92LMQ68ME,FRONT,F0,N,N,N,N,N,,I,2000021405:20:30-480,-900
U2S6BJAOXEW7MOLJ,SIDE,L90,N,N,N,N,N,,I,2000021405:20:36-480,-900
SR5AJVNN6J2SREFX,FRONT,F0,N,N,N,N,N,,I,2000021405:36:06-480,-900
FR6VY5Z5AVNUP1RF,SIDE,L90,N,N,N,N,N,,I,2000021405:36:12-480,-900
M460H72Q5LXY3GDS,FRONT,F0,N,N,N,N,N,,I,2000021405:36:40-480,-900
R69GAJLOP8SO8N53,SIDE,L90,N,N,N,N,N,,I,2000021405:36:46-480,-900
J75J9TENBRN2U06U,FRONT,F0,N,N,N,N,N,,I,2000021405:37:06-480,-900
WKYIOL6PJHX1UZ0J,SIDE,L90,N,N,N,N,N,,I,2000021405:37:12-480,-900
H9WVNBD23X891XFP,FRONT,F0,N,N,N,N,N,,I,2000021405:37:48-480,-900
H3JPFDW0Z3L483QE,SIDE,L90,N,N,N,N,N,,I,2000021405:37:54-480,-900
RTPJQDPAXG43GJ1F,FRONT,F0,N,N,N,N,N,,I,2000021405:47:46-480,-900
QDX14H912LR3ILS5,SIDE,L90,N,N,N,N,N,,I,2000021405:47:52-480,-900
YNFSYTWH6RVGQ3IL,FRONT,F0,N,N,N,N,N,,I,2000021405:48:18-480,-900
II8EMLSJ3R5SNP78,SIDE,L90,N,N,N,N,N,,I,2000021405:48:24-480,-900
HNAF0PHX62QZS08F,FRONT,F0,N,N,N,N,N,,I,2000021405:48:40-480,-900
DT4ZERP3RQYSNXLJ,SIDE,L90,N,N,N,N,N,,I,2000021405:48:50-480,-900
FYY2KOWN4U7MXU19,FRONT,F0,N,N,N,N,N,,I,2000021405:49:28-480,-900
MYYESTZHADUF0VK6,SIDE,L90,N,N,N,N,N,,I,2000021405:49:32-480,-900
S76X6NH79MB7Y2JR,FRONT,F0,N,N,N,N,N,,I,2000021406:03:06-480,-900
H5W9BE8PF4LGRZJP,SIDE,L90,N,N,N,N,N,,I,2000021406:03:18-480,-900
J7O6STF1PRVBV3C4,FRONT,F0,N,N,N,N,N,,I,2000021406:03:50-480,-900
WNC57VFR3FVHJJPZ,SIDE,L90,N,N,N,N,N,,I,2000021406:03:54-480,-900
G5O7HMKWBBMURHML,FRONT,F0,N,N,N,N,N,,I,2000021406:04:12-480,-900
D7G6QRCUXBGWT5G9,SIDE,L90,N,N,N,N,N,,I,2000021406:04:16-480,-900
CT4LB68PJ8V7JP8A,FRONT,F0,N,N,N,N,N,,I,2000021406:05:10-480,-900
KD6J56JNQ30QCG7V,SIDE,L90,N,N,N,N,N,,I,2000021406:05:14-480,-900
TB10EIDHIXOKQ523,FRONT,F0,N,N,N,N,N,,I,2000021406:16:10-480,-900
W1HMV0K21CVFQTQ1,SIDE,L90,N,N,N,N,N,,I,2000021406:16:14-480,-900
OFYHU8PO0XQHNVQS,FRONT,F0,N,N,N,N,N,,I,2000021406:17:14-480,-900
MIDLE3DMWHNTHMKO,SIDE,L90,N,N,N,N,N,,I,2000021406:17:18-480,-900
W5RUVX05ZROQP84T,FRONT,F0,N,N,N,N,N,,I,2000021406:17:40-480,-900
ZXNQCB0EFRBA5271,SIDE,L90,N,N,N,N,N,,I,2000021406:17:48-480,-900
DWK482MZ02P2MAE9,FRONT,F0,N,N,N,N,N,,I,2000021406:53:26-480,-900
XFA3CFA9GGNE94AY,SIDE,L90,N,N,N,N,N,,I,2000021406:53:38-480,-900
HANF47L70WXS7P8X,FRONT,F0,N,N,N,N,N,,I,2000021406:54:32-480,-900
URQU5UPP8M91PND3,SIDE,L90,N,N,N,N,N,,I,2000021406:54:36-480,-900
V32BHAJ5ESGDO6B0,FRONT,F0,N,N,N,N,N,,I,2000021406:56:30-480,-900
M2ZDSWZR7L37LSLR,SIDE,L90,N,N,N,N,N,,I,2000021406:56:34-480,-900
FXB4J1I1ZV6EOOTK,FRONT,F0,N,N,N,N,N,,I,2000021406:56:56-480,-900
YEHHO2UEO7CZWPO4,SIDE,L90,N,N,N,N,N,,I,2000021406:57:00-480,-900
DY8TZ8GNNNOX4GF7,FRONT,F0,N,N,N,N,N,,I,2000021410:56:04-480,-900
C9T2IZ0WCUV3UCRO,SIDE,L90,N,N,N,N,N,,I,2000021410:56:26-480,-900
ADV8XTWM17CIJK66,FRONT,F0,N,N,N,N,N,,I,2000021411:05:30-480,-900
VBLW1ZSNVIQTCL78,SIDE,L90,N,N,N,N,N,,I,2000021411:05:44-480,-900
BV3JWI98MBRRQU8T,FRONT,F0,N,N,N,N,N,,I,2000021411:06:24-480,-900
T3YIMJTWKTSAAUAK,SIDE,L90,N,N,N,N,N,,I,2000021411:06:32-480,-900
CRWZP2XB9O6U4I3K,FRONT,F0,N,N,N,N,N,,I,2000021411:07:10-480,-900
LLL5P2HZ7D11716W,SIDE,L90,N,N,N,N,N,,I,2000021411:07:16-480,-900
JT6N7IJKBD3CM2PZ,FRONT,F0,N,N,N,N,N,,I,2000021411:07:46-480,-900
JDKMXS7C1P5O4AI7,SIDE,L90,N,N,N,N,N,,I,2000021411:07:58-480,-900
HEHD3X727MB5KWWX,FRONT,F0,N,N,N,N,N,,I,2000021411:43:00-480,-900
P4XIFAVBAEWDOZTY,SIDE,L90,N,N,N,N,N,,I,2000021411:43:14-480,-900
ECPNONDZAGN19V3F,FRONT,F0,N,N,N,N,N,,I,2000021411:43:50-480,-900
HXE4IU57H2QIS211,SIDE,L90,N,N,N,N,N,,I,2000021411:44:00-480,-900
TD66J5P1CUMCYW21,FRONT,F0,N,N,N,N,N,,I,2000021411:44:34-480,-900
F8LB72XUBOFXBUT4,SIDE,L90,N,N,N,N,N,,I,2000021411:44:46-480,-900
MP0QW13DK4R9AYLJ,FRONT,F0,N,N,N,N,N,,I,2000021411:45:58-480,-900
K2TI5YNAN5FUQK13,SIDE,L90,N,N,N,N,N,,I,2000021411:46:12-480,-900
J3B7MDZ76NODYP8X,FRONT,F0,N,N,N,N,N,,I,2000021411:46:54-480,-900
BDTI110ZURBRLBDI,SIDE,L90,N,N,N,N,N,,I,2000021411:47:06-480,-900
TRKTEL1B02O5PI7U,FRONT,F0,N,N,N,N,N,,I,2000021412:07:16-480,-900
AKRRYF6RG9HJRFX8,SIDE,L90,N,N,N,N,N,,I,2000021412:07:36-480,-900
NL9VZ4AXVTBICV2K,FRONT,F0,N,N,N,N,N,,I,2000021412:08:58-480,-900
EWE9XSU14R29DKX2,SIDE,L90,N,N,N,N,N,,I,2000021412:09:40-480,-900
VQNUE6KG2KPV2Q5P,FRONT,F0,N,N,N,N,N,,I,2000021412:10:34-480,-900
LJMCQ1902MJUYF9S,SIDE,L90,N,N,N,N,N,,I,2000021412:10:46-480,-900
D93IMRPDJWE7KF86,FRONT,F0,N,N,N,N,N,,I,2000021412:11:50-480,-900
POZZ85TDOHYUBJEE,SIDE,L90,N,N,N,N,N,,I,2000021412:12:02-480,-900
O6RRSGJCUCU16XV2,FRONT,F0,N,N,N,N,N,,I,2000021413:35:36-480,-900
YK5SKCK87STL3KIW,SIDE,L90,N,N,N,N,N,,I,2000021413:35:54-480,-900
AYLL8KW98P927WFB,FRONT,F0,N,N,N,N,N,,I,2000021413:36:54-480,-900
QLWL1ROHQKZAR7AP,SIDE,L90,N,N,N,N,N,,I,2000021413:37:06-480,-900
G40B9RYG5ENUWO6N,FRONT,F0,N,N,N,N,N,,I,2000021414:08:32-480,-900
M6W78577M07AMNZ2,SIDE,L90,N,N,N,N,N,,I,2000021414:08:54-480,-900
RGVN35R8C3SPOAHN,FRONT,F0,N,N,N,N,N,,I,2000021414:18:28-480,-900
CKAH06CSU8V2PXR4,SIDE,L90,N,N,N,N,N,,I,2000021414:18:42-480,-900
MV0VORIQIO5EOLHV,FRONT,F0,N,N,N,N,N,,I,2000021414:19:20-480,-900
RPGX2R2QGKYK0BW8,SIDE,L90,N,N,N,N,N,,I,2000021414:19:30-480,-900
W7AWDLQZIQ0ZZXOB,FRONT,F0,N,N,N,N,N,,I,2000021414:20:32-480,-900
GO7TA37A8XWOQFST,SIDE,L90,N,N,N,N,N,,I,2000021414:20:42-480,-900
VFXY1DPOX8NEEJSF,FRONT,F0,N,N,N,N,N,,I,2000021417:19:50-480,-900
DPCUFEQS8QHGGW1Y,SIDE,L90,N,N,N,N,N,,I,2000021417:20:00-480,-900
WG5WMP6OAACO5AW6,FRONT,F0,N,N,N,N,N,,I,2000021417:22:08-480,-900
WTDSY07NHGTM9NA6,SIDE,L90,N,N,N,N,N,,I,2000021417:22:56-480,-900
V46F4GXMI9DX3IC9,FRONT,F0,N,N,N,N,N,,I,2000021417:25:16-480,-900
VRCJU6MD92GG6VU2,SIDE,L90,N,N,N,N,N,,I,2000021417:25:42-480,-900
JE848JIPK0KW4FRK,FRONT,F0,N,N,N,N,N,,I,2000021417:32:58-480,-900
Y3KAGVB4K4MOF0ZE,SIDE,L90,N,N,N,N,N,,I,2000021417:33:14-480,-900
K63LI4HMARF72Y3R,FRONT,F0,N,N,N,N,N,,I,2000021418:52:16-480,-900
SY0NV4A16YB6V7G6,SIDE,L90,N,N,N,N,N,,I,2000021418:52:22-480,-900
RT82HQN1PZL8EU7Y,FRONT,F0,N,N,N,N,N,,I,2000021419:16:06-480,-900
W6ES47OKHHK8M7TT,SIDE,L90,N,N,N,N,N,,I,2000021419:16:22-480,-900
FY59XUI2J71K3WRG,FRONT,F0,N,N,N,N,N,,I,2000021421:16:24-480,-900
SAXYMA7SSC3WHWAD,SIDE,L90,N,N,N,N,N,,I,2000021421:16:30-480,-900
NU3SKI7SS7PBJFFV,FRONT,F0,N,N,N,N,N,,I,2000021421:17:02-480,-900
RF9LUP8J175W8EZG,SIDE,L90,N,N,N,N,N,,I,2000021421:17:08-480,-900
SFN985BTK3KGAZVP,FRONT,F0,N,N,N,N,N,,I,2000021421:17:32-480,-900
DNE4W74ND33QIQXZ,SIDE,L90,N,N,N,N,N,,I,2000021421:17:40-480,-900
MRRAHJC7XSAD50SR,FRONT,F0,N,N,N,N,N,,I,2000021421:18:02-480,-900
CH0PRWXXZJVBGJ6U,SIDE,L90,N,N,N,N,N,,I,2000021421:18:08-480,-900
YYTNW97Z6X7847C8,FRONT,F0,N,N,N,N,N,,I,2000021421:40:36-480,-900
Q2NQ0W9DC33M55R4,SIDE,L90,N,N,N,N,N,,I,2000021421:40:54-480,-900
OARIOM951RFUMB06,FRONT,F0,N,N,N,N,N,,I,2000021421:42:00-480,-900
THZ0AG6RRWATMLK7,SIDE,L90,N,N,N,N,N,,I,2000021421:42:06-480,-900
SPZAQQTOMGB30097,FRONT,F0,N,N,N,N,N,,I,2000021421:46:38-480,-900
UMSNIEMIXTZIVQ6D,SIDE,L90,N,N,N,N,N,,I,2000021421:46:46-480,-900
DFGA62IUNF9RTZHL,FRONT,F0,N,N,N,N,N,,I,2000021422:11:44-480,-900
V937Z5N4HISAZPNF,SIDE,L90,N,N,N,N,N,,I,2000021422:12:04-480,-900
IUUZB1Q915U6M7YL,FRONT,F0,N,N,N,N,N,,I,2000021422:12:58-480,-900
FVMFIU7RSS0TUWDD,SIDE,L90,N,N,N,N,N,,I,2000021422:13:12-480,-900
FS4LE7CMFSJR24MQ,FRONT,F0,N,N,N,N,N,,I,2000021422:13:42-480,-900
FZUDBFLCMUZV21M7,SIDE,L90,N,N,N,N,N,,I,2000021422:13:52-480,-900
QKG0M80LMRE3UVRB,FRONT,F0,N,N,N,N,N,,I,2000021422:14:36-480,-900
F5ORTF1ZY8T8SFCW,SIDE,L90,N,N,N,N,N,,I,2000021422:14:44-480,-900
AZ574LUA5YPU27BN,FRONT,F0,N,N,N,N,N,,I,2000021422:40:12-480,-900
RAIALBVRG22NBBED,SIDE,L90,N,N,N,N,N,,I,2000021422:40:26-480,-900
ZF3001A0IYQ0HK4B,FRONT,F0,N,N,N,N,N,,I,2000021423:18:18-480,-900
THQEQIJ2A9MXGSW3,SIDE,L90,N,N,N,N,N,,I,2000021423:18:40-480,-900
IN2L1L859QRPBBL4,FRONT,F0,N,N,N,N,N,,I,2000021501:05:20-480,-900
FQ2Q90P6POTQMYPF,SIDE,L90,N,N,N,N,N,,I,2000021501:05:38-480,-900
D8JZFKC7VUEC17AR,FRONT,F0,N,N,N,N,N,,I,2000021501:06:54-480,-900
CIWRT11WSKBUJAR0,SIDE,L90,N,N,N,N,N,,I,2000021501:07:02-480,-900
KSSTVIA7KM5AJWZJ,FRONT,F0,N,N,N,N,N,,I,2000021501:21:28-480,-900
PK7I3IZ8HVHTNMPP,SIDE,L90,N,N,N,N,N,,I,2000021501:21:40-480,-900
EAQT9N25NJN7DAGM,FRONT,F0,N,N,N,N,N,,I,2000021501:23:50-480,-900
OGN5FY06WFXE8LF1,SIDE,L90,N,N,N,N,N,,I,2000021501:24:56-480,-900
YUATCWTSHHW31UHI,FRONT,F0,N,N,N,N,N,,I,2000021501:34:18-480,-900
MA8OCAYX6CSFJC6D,SIDE,L90,N,N,N,N,N,,I,2000021501:34:26-480,-900
OT2JX8HU9EKUAZMT,FRONT,F0,N,N,N,N,N,,I,2000021501:34:50-480,-900
JZMH2WEY3WBIY10H,SIDE,L90,N,N,N,N,N,,I,2000021501:34:56-480,-900
WUFP8VBXSCN3QU7G,FRONT,F0,N,N,N,N,N,,I,2000021501:35:30-480,-900
HETRAUH6ET08PF6D,SIDE,L90,N,N,N,N,N,,I,2000021501:35:38-480,-900
P5603YSIM2L0IU9I,FRONT,F0,N,N,N,N,N,,I,2000021501:36:18-480,-900
OK91WSPY0JPWSI49,SIDE,L90,N,N,N,N,N,,I,2000021501:36:30-480,-900
Z7UVX82H6OY7X7MX,FRONT,F0,N,N,N,N,N,,I,2000021502:21:32-480,-900
YGQSFCKPC8PSINJK,SIDE,L90,N,N,N,N,N,,I,2000021502:21:38-480,-900
DJ6GGD7DW3MHFHVF,FRONT,F0,N,N,N,N,N,,I,2000021502:21:56-480,-900
AMG8WK1I7QZ6JDDB,SIDE,L90,N,N,N,N,N,,I,2000021502:22:04-480,-900
UPKXH2EW56P5IXDE,FRONT,F0,N,N,N,N,N,,I,2000021502:22:22-480,-900
IMF0JVBOCLHJ44VF,SIDE,L90,N,N,N,N,N,,I,2000021502:22:28-480,-900
T1FAJ5HAFTPNLC4D,FRONT,F0,N,N,N,N,N,,I,2000021503:02:56-480,-900
QQHKKKZMVII2XVPS,SIDE,L90,N,N,N,N,N,,I,2000021503:03:04-480,-900
NQKUS46IWL6PYWDF,FRONT,F0,N,N,N,N,N,,I,2000021503:09:56-480,-900
ZXBB35468XPCXAZB,FRONT,F0,N,N,N,N,N,,I,2000021503:14:00-480,-900
K5AAN5POR6LP2ORC,SIDE,L90,N,N,N,N,N,,I,2000021503:14:08-480,-900
AZJNKQFOGTF0K7ET,FRONT,F0,N,N,N,N,N,,I,2000021503:14:30-480,-900
O3PWB7EZX28REBPD,SIDE,L90,N,N,N,N,N,,I,2000021503:14:36-480,-900
B34O61O3QO8R7DD3,FRONT,F0,N,N,N,N,N,,I,2000021503:15:10-480,-900
OBPEHB9WM75XAIJN,SIDE,L90,N,N,N,N,N,,I,2000021503:15:14-480,-900
K5DEA1NCBCSXPO8P,FRONT,F0,N,N,N,N,N,,I,2000021503:15:40-480,-900
BE2HHJUCDLEP9NPR,SIDE,L90,N,N,N,N,N,,I,2000021503:15:46-480,-900
GQ4C7RW3A5NUR1FN,FRONT,F0,N,N,N,N,N,,I,2000021503:35:38-480,-900
CQ0XUIPPJMUD4TJW,SIDE,L90,N,N,N,N,N,,I,2000021503:35:46-480,-900
YH8ZQ9R0S62A9E2C,FRONT,F0,N,N,N,N,N,,I,2000021503:36:08-480,-900
AHB9LK73JCPNIPHK,SIDE,L90,N,N,N,N,N,,I,2000021503:36:16-480,-900
EU533E1F0VRS6IDA,FRONT,F0,N,N,N,N,N,,I,2000021503:37:08-480,-900
SV0JDI2OEUUG46ZP,SIDE,L90,N,N,N,N,N,,I,2000021503:37:12-480,-900
H92S5AS7BWSUJMON,FRONT,F0,N,N,N,N,N,,I,2000021503:37:30-480,-900
H3LH37FYFXNZ2K5H,SIDE,L90,N,N,N,N,N,,I,2000021503:37:38-480,-900
TJHU0YLEHAFQJSRC,FRONT,F0,N,N,N,N,N,,I,2000021504:31:00-480,-900
BHCS28NAJ0FEJJ7H,SIDE,L90,N,N,N,N,N,,I,2000021504:31:22-480,-900
EFDK19T2HK6TBFY9,FRONT,F0,N,N,N,N,N,,I,2000021504:31:56-480,-900
FTB0VB0H5ZI3BSLW,SIDE,L90,N,N,N,N,N,,I,2000021504:32:08-480,-900
AU6VGJI8SA3UEV1P,FRONT,F0,N,N,N,N,N,,I,2000021504:32:56-480,-900
V7SO6MWGU2LVCA8S,SIDE,L90,N,N,N,N,N,,I,2000021504:33:10-480,-900
FVX4O1U3HT0ZDD5U,FRONT,F0,N,N,N,N,N,,I,2000021505:27:10-480,-900
PCUME85AY2EE79UJ,SIDE,L90,N,N,N,N,N,,I,2000021505:27:18-480,-900
EEC4MMWPPK7UNSKY,FRONT,F0,N,N,N,N,N,,I,2000021505:27:56-480,-900
QW8SFMX54Y6ORU43,SIDE,L90,N,N,N,N,N,,I,2000021505:28:00-480,-900
PNWYUER8OFISX0OA,FRONT,F0,N,N,N,N,N,,I,2000021505:30:40-480,-900
TTCNI7BZ53HSPK3L,SIDE,L90,N,N,N,N,N,,I,2000021505:30:46-480,-900
EFX5N2LU5E0XBIR6,FRONT,F0,N,N,N,N,N,,I,2000021505:31:28-480,-900
O5XRZZ7YK3SGC35O,SIDE,L90,N,N,N,N,N,,I,2000021505:31:32-480,-900
FP4OH11OGIH1K5Z2,FRONT,F0,N,N,N,N,N,,I,2000021505:41:00-480,-900
FFNGIRH7I45YYS4Z,SIDE,L90,N,N,N,N,N,,I,2000021505:41:04-480,-900
TTJK93Z52AL8996X,FRONT,F0,N,N,N,N,N,,I,2000021505:41:30-480,-900
DSAX5M1LYEU77YF9,SIDE,L90,N,N,N,N,N,,I,2000021505:41:42-480,-900
FWGHNGB47VW51VIG,FRONT,F0,N,N,N,N,N,,I,2000021505:42:16-480,-900
XBQCVCJI53DZW9UN,SIDE,L90,N,N,N,N,N,,I,2000021505:42:22-480,-900
SLPFETHWE4IXTU24,FRONT,F0,N,N,N,N,N,,I,2000021505:45:40-480,-900
VGBJMPFG71KL92C6,SIDE,L90,N,N,N,N,N,,I,2000021505:45:46-480,-900
NC0HB5LBK5RG5YII,FRONT,F0,N,N,N,N,N,,I,2000021505:46:45-480,-900
CNX3M2TSRJQBX4RJ,SIDE,L90,N,N,N,N,N,,I,2000021505:47:30-480,-900
EM051P3NWQCQCGY1,FRONT,F0,N,N,N,N,N,,I,2000021506:08:36-480,-900
VXW4DYXALYENL3U1,SIDE,L90,N,N,N,N,N,,I,2000021506:08:46-480,-900
XYOP9374N4BVUQUS,FRONT,F0,N,N,N,N,N,,I,2000021506:09:06-480,-900
BTXTWMNER562S3DU,SIDE,L90,N,N,N,N,N,,I,2000021506:09:12-480,-900
FW6A3EUSPAL2C322,FRONT,F0,N,N,N,N,N,,I,2000021506:09:42-480,-900
PVUCU4ZO2CD0B54G,SIDE,L90,N,N,N,N,N,,I,2000021506:09:48-480,-900
KS9GIR6MP43WY8A8,FRONT,F0,N,N,N,N,N,,I,2000021506:10:14-480,-900
HSLBWAEZT8VXUWFH,SIDE,L90,N,N,N,N,N,,I,2000021506:10:22-480,-900
ZBLQQCOHBZFTZJYA,FRONT,F0,N,N,N,N,N,,I,2000021506:18:05-480,-900
RV8BTCICYCOGKPBU,SIDE,L90,N,N,N,N,N,,I,2000021506:18:49-480,-900
TCY61WDMGIJT8BQ8,FRONT,F0,N,N,N,N,N,,I,2000021506:20:52-480,-900
C4TGZK53TOGYTAUE,SIDE,L90,N,N,N,N,N,,I,2000021506:21:10-480,-900
Z402ONN5O5T0K832,FRONT,F0,N,N,N,N,N,,I,2000021506:21:34-480,-900
ESEQYKXO34JWETLJ,SIDE,L90,N,N,N,N,N,,I,2000021506:21:38-480,-900
OEJJ2Y0Q757EGZFZ,FRONT,F0,N,N,N,N,N,,I,2000021506:22:02-480,-900
AUHGBSON0TT7365J,SIDE,L90,N,N,N,N,N,,I,2000021506:22:08-480,-900
GY05WKY4Z9OQGRZO,FRONT,F0,N,N,N,N,N,,I,2000021506:22:36-480,-900
REPV2ALV3EN2JSC8,SIDE,L90,N,N,N,N,N,,I,2000021506:22:42-480,-900
I4P0PXR9F9B9VK0M,FRONT,F0,N,N,N,N,N,,I,2000021511:24:36-480,-900
A19RUCNXGB7GNBS3,SIDE,L90,N,N,N,N,N,,I,2000021511:24:42-480,-900
QTBBB5MVXU6ZXJO2,FRONT,F0,N,N,N,N,N,,I,2000021511:25:08-480,-900
OEV8SXOMLLAWRVJ7,SIDE,L90,N,N,N,N,N,,I,2000021511:25:14-480,-900
Q4ZO21BR5BOSKNHR,FRONT,F0,N,N,N,N,N,,I,2000021511:25:46-480,-900
GXAU7MVV8R5VM4RZ,SIDE,L90,N,N,N,N,N,,I,2000021511:25:52-480,-900
N13P3GEXGW1VDCY0,FRONT,F0,N,N,N,N,N,,I,2000021511:26:26-480,-900
