LOAD DATA
INFILE *
APPEND
INTO TABLE macomb.mt_eh_nist_mugshot
FIELDS TERMINATED BY ',' OPTIONALLY ENCLOSED BY '"'
(PHOTO_ID,IMAGE_POSE,POSE_OFFSET_ANGLE,GLASSES_FLAG,HAT_FLAG,SCARF_FLAG,PHYSICAL_FLAG,OTHER_FLAG,DESCRIPTION,ACTION_TYPE,ACTION_TIME,ACTION_BY)
VGHUKHRBEHAA5UE9,FRONT,F0,N,N,N,N,N,,I,1999021505:29:32-480,-900
W68NQLOYW8TOJW7S,SIDE,L90,N,N,N,N,N,,I,1999021505:29:40-480,-900
UX9OT8SQZGWSKHA9,FRONT,F0,N,N,N,N,N,,I,1999021506:35:24-480,-900
V2L8L4TYQX1NGEWW,SIDE,L90,N,N,N,N,N,,I,1999021506:35:36-480,-900
OXUOBW3OBQ0TAH9C,FRONT,F0,N,N,N,N,N,,I,1999021507:02:12-480,-900
VGCZXDWBE7S0LMCG,SIDE,L90,N,N,N,N,N,,I,1999021507:02:22-480,-900
MRG4RQGBT9K57VPZ,FRONT,F0,N,N,N,N,N,,I,1999021509:37:28-480,-900
PWCR3BHIPDAKDGD0,SIDE,L90,N,N,N,N,N,,I,1999021509:37:36-480,-900
L83D9SFC2OJB4I12,FRONT,F0,N,N,N,N,N,,I,1999021509:42:40-480,-900
PJCFEZC760BR9QYS,SIDE,L90,N,N,N,N,N,,I,1999021509:43:02-480,-900
WR7ZCHLN6090LQ54,FRONT,F0,N,N,N,N,N,,I,1999021511:10:30-480,-900
V0YONN1IQ648TQNS,SIDE,L90,N,N,N,N,N,,I,1999021511:10:40-480,-900
UG5185OWK09SI7XV,FRONT,F0,N,N,N,N,N,,I,1999021511:15:18-480,-900
I7HA1QP3D575C38N,SIDE,L90,N,N,N,N,N,,I,1999021511:15:28-480,-900
AJB1NTTVPGXB9M19,FRONT,F0,N,N,N,N,N,,I,1999021514:54:04-480,-900
WX9DHK2H2T1O3QHM,SIDE,L90,N,N,N,N,N,,I,1999021514:54:28-480,-900
T93HYKC7GHK1PQXN,FRONT,F0,N,N,N,N,N,,I,1999021517:21:04-480,-900
MCMPV6H2YWZUHTQD,SIDE,L90,N,N,N,N,N,,I,1999021517:21:24-480,-900
XXNA0BU5YP214S91,FRONT,F0,N,N,N,N,N,,I,1999021518:46:34-480,-900
LVOTYN3K8GRBF2S8,SIDE,L90,N,N,N,N,N,,I,1999021518:46:44-480,-900
RB50B8DTFB7LRUI7,FRONT,F0,N,N,N,N,N,,I,1999021518:47:58-480,-900
WZZ7R36SCLZBGT53,SIDE,L90,N,N,N,N,N,,I,1999021518:48:26-480,-900
VKZZB9BFM0NN9A2S,FRONT,F0,N,N,N,N,N,,I,1999021521:32:08-480,-900
EM7DPRWHOLMPD1QH,SIDE,L90,N,N,N,N,N,,I,1999021521:32:20-480,-900
AB36HPR7NARWI0EU,FRONT,F0,N,N,N,N,N,,I,1999021521:46:40-480,-900
X7O8PACDUEJ7EECJ,SIDE,L90,N,N,N,N,N,,I,1999021521:46:52-480,-900
F3P3UGW4I2EUH7B4,FRONT,F0,N,N,N,N,N,,I,1999021522:25:08-480,-900
B0QKL2D99XOQT877,SIDE,L90,N,N,N,N,N,,I,1999021522:25:20-480,-900
N5C1L6UDN1QBD4C5,FRONT,F0,N,N,N,N,N,,I,1999021522:30:30-480,-900
MS2TQ7ZUFVJO4LWT,SIDE,L90,N,N,N,N,N,,I,1999021522:30:42-480,-900
Z6SKLS20Z8A4HATD,FRONT,F0,N,N,N,N,N,,I,1999021522:40:54-480,-900
U383OF31FL98NV22,SIDE,L90,N,N,N,N,N,,I,1999021522:41:08-480,-900
PS1GRL84IVO3CQXY,FRONT,F0,N,N,N,N,N,,I,1999021522:46:54-480,-900
CZMAKQDYHGMO92SG,SIDE,L90,N,N,N,N,N,,I,1999021522:47:06-480,-900
RDJGN5GN77U0RWQM,FRONT,F0,N,N,N,N,N,,I,1999021601:55:58-480,-900
FMEEDHXO7AAIVJ5L,SIDE,L90,N,N,N,N,N,,I,1999021601:56:06-480,-900
TK21SOEB6ZZ1AUZQ,FRONT,F0,N,N,N,N,N,,I,1999021602:02:06-480,-900
AZQIOZZ8E2TFDDVM,SIDE,L90,N,N,N,N,N,,I,1999021602:02:14-480,-900
MDBZEVIPCR6K0UOI,FRONT,F0,N,N,N,N,N,,I,1999021602:05:56-480,-900
DJC4WP7YLPNNY1TZ,SIDE,L90,N,N,N,N,N,,I,1999021602:06:06-480,-900
W1SE6P8LHO9ZM3DX,FRONT,F0,N,N,N,N,N,,I,1999021602:10:04-480,-900
STFQ6H9UIHDTME37,SIDE,L90,N,N,N,N,N,,I,1999021602:10:24-480,-900
B3I18FGRKDBCNYAH,FRONT,F0,N,N,N,N,N,,I,1999021603:06:38-480,-900
QL31DYU49XDN2SXG,SIDE,L90,N,N,N,N,N,,I,1999021603:06:46-480,-900
L4HIV3EF2QC0W6JC,FRONT,F0,N,N,N,N,N,,I,1999021603:11:04-480,-900
V0W1APWRZT07EV7O,SIDE,L90,N,N,N,N,N,,I,1999021603:11:10-480,-900
XYIFW3B8URSILV47,FRONT,F0,N,N,N,N,N,,I,1999021603:15:32-480,-900
E5PUDG49GMJMXKM8,SIDE,L90,N,N,N,N,N,,I,1999021603:15:40-480,-900
HB356BTFHHNOLXDY,FRONT,F0,N,N,N,N,N,,I,1999021603:21:12-480,-900
C8CN1EJG7N88O6C4,SIDE,L90,N,N,N,N,N,,I,1999021603:21:18-480,-900
QVI06L6WI7TG0LUX,FRONT,F0,N,N,N,N,N,,I,1999021604:29:28-480,-900
GXH17JJ9LW5LBE2R,SIDE,L90,N,N,N,N,N,,I,1999021604:29:34-480,-900
OSUS0J4REQEVGA4R,FRONT,F0,N,N,N,N,N,,I,1999021604:32:18-480,-900
VTMGE8ECT2DO8A8Z,SIDE,L90,N,N,N,N,N,,I,1999021604:32:26-480,-900
MG2SNT5OLPAD2KHA,FRONT,F0,N,N,N,N,N,,I,1999021604:50:06-480,-900
HV8CN0V0W8VN283U,SIDE,L90,N,N,N,N,N,,I,1999021604:50:18-480,-900
LMCH4PGYM01MXO30,FRONT,F0,N,N,N,N,N,,I,1999021605:27:30-480,-900
N7355RDM5MTKB41L,SIDE,L90,N,N,N,N,N,,I,1999021605:27:38-480,-900
SFFO2LSMENWLI1GQ,FRONT,F0,N,N,N,N,N,,I,1999021605:32:36-480,-900
BYGILDQZ9W600K44,SIDE,L90,N,N,N,N,N,,I,1999021605:32:46-480,-900
KYF66KZSK3D4S7A8,FRONT,F0,N,N,N,N,N,,I,1999021605:40:14-480,-900
BRLLJNPTG7EUSMIQ,SIDE,L90,N,N,N,N,N,,I,1999021605:40:18-480,-900
EFWU7B8OXNHLPFBX,FRONT,F0,N,N,N,N,N,,I,1999021606:04:34-480,-900
A3R8AGAWH6HK0Q9L,SIDE,L90,N,N,N,N,N,,I,1999021606:04:44-480,-900
ZBXZQ1B2S3TT9C1V,FRONT,F0,N,N,N,N,N,,I,1999021618:55:22-480,-900
X4J83X9A92B0JYC7,SIDE,L90,N,N,N,N,N,,I,1999021618:55:30-480,-900
PKX0E6SE2CKOLIRW,FRONT,F0,N,N,N,N,N,,I,1999021619:27:44-480,-900
RGN9DT6LFM8CMCZX,SIDE,L90,N,N,N,N,N,,I,1999021619:27:56-480,-900
HLPIOUF379L5DEDH,FRONT,F0,N,N,N,N,N,,I,1999021620:43:44-480,-900
JVPY1S1BSE4UOBYR,SIDE,L90,N,N,N,N,N,,I,1999021620:44:00-480,-900
SVU5WI0MIA6UCFQQ,FRONT,F0,N,N,N,N,N,,I,1999021620:52:36-480,-900
TZ88U662V6BF600X,SIDE,L90,N,N,N,N,N,,I,1999021620:52:46-480,-900
XKSXLDVN4G65BDKQ,FRONT,F0,N,N,N,N,N,,I,1999021621:00:08-480,-900
F6K050DJLNAAGEZ7,SIDE,L90,N,N,N,N,N,,I,1999021621:00:20-480,-900
FVVY00LIWYSVXGIF,FRONT,F0,N,N,N,N,N,,I,1999021621:06:02-480,-900
KF8SLXQ1XGJ115E0,SIDE,L90,N,N,N,N,N,,I,1999021621:06:20-480,-900
NGSVC6OAN4IOVLOR,FRONT,F0,N,N,N,N,N,,I,1999021621:22:18-480,-900
UNMGWA2YW9BM5DA1,SIDE,L90,N,N,N,N,N,,I,1999021621:22:34-480,-900
YKLTQZH5O2BKHJ33,FRONT,F0,N,N,N,N,N,,I,1999021622:18:28-480,-900
S59IV17CEVZUA3X6,SIDE,L90,N,N,N,N,N,,I,1999021622:18:38-480,-900
UISOHBDLWXV2ARTF,FRONT,F0,N,N,N,N,N,,I,1999021622:26:08-480,-900
DPTTCCZ829PTI6OB,SIDE,L90,N,N,N,N,N,,I,1999021622:26:22-480,-900
O2FGENEVQ46NYN3J,FRONT,F0,N,N,N,N,N,,I,1999021622:33:14-480,-900
EF28B3G65JNBPZJC,SIDE,L90,N,N,N,N,N,,I,1999021622:33:28-480,-900
S5K1OM6BZ4GOQHDU,FRONT,F0,N,N,N,N,N,,I,1999021622:42:18-480,-900
GOH47OSEQA0VC8NK,SIDE,L90,N,N,N,N,N,,I,1999021622:42:30-480,-900
FUHM1KBCJVI6IHWU,FRONT,F0,N,N,N,N,N,,I,1999021622:44:46-480,-900
XVSLXTTVYXFI6N2S,SIDE,L90,N,N,N,N,N,,I,1999021622:44:58-480,-900
PDS1IP781SQ09PAP,FRONT,F0,N,N,N,N,N,,I,1999021623:10:16-480,-900
YHGMT2XB8CE140DK,SIDE,L90,N,N,N,N,N,,I,1999021623:10:30-480,-900
YZ0GX6P5YKPHCRLS,FRONT,F0,N,N,N,N,N,,I,1999021702:07:28-480,-900
R8TDUDRWXKK2A9PO,SIDE,L90,N,N,N,N,N,,I,1999021702:07:34-480,-900
MMPC23X855G0NBZR,FRONT,F0,N,N,N,N,N,,I,1999021702:10:48-480,-900
U648SWNRTCPT7WDC,SIDE,L90,N,N,N,N,N,,I,1999021702:10:58-480,-900
EPRWCMQ5Z6PYL7IP,FRONT,F0,N,N,N,N,N,,I,1999021702:17:24-480,-900
YFV8S61KVGPG4P0J,SIDE,L90,N,N,N,N,N,,I,1999021702:17:28-480,-900
IHQ2W5M0VBI7IPD0,FRONT,F0,N,N,N,N,N,,I,1999021702:25:14-480,-900
G94LQ81MS0450U0Z,SIDE,L90,N,N,N,N,N,,I,1999021702:25:20-480,-900
G4QWMRWW6D5ZZTJE,FRONT,F0,N,N,N,N,N,,I,1999021702:29:18-480,-900
VE5JX53BNXUI81GA,SIDE,L90,N,N,N,N,N,,I,1999021702:29:24-480,-900
V933HXS7G3GY81UG,FRONT,F0,N,N,N,N,N,,I,1999021702:32:16-480,-900
YI8EMH3XT2FDVTS5,SIDE,L90,N,N,N,N,N,,I,1999021702:32:24-480,-900
BPHFHPZNK9XJOZ1Y,FRONT,F0,N,N,N,N,N,,I,1999021702:36:00-480,-900
DB0D0GH99OBIQF4G,SIDE,L90,N,N,N,N,N,,I,1999021702:36:06-480,-900
X2GKJIB12R6JOQC3,FRONT,F0,N,N,N,N,N,,I,1999021702:41:42-480,-900
IVO10FXB0HV31YCQ,SIDE,L90,N,N,N,N,N,,I,1999021702:41:50-480,-900
OI96RP1KZQAE3Z35,FRONT,F0,N,N,N,N,N,,I,1999021702:46:08-480,-900
QX6AYHNBEJPB7QWX,SIDE,L90,N,N,N,N,N,,I,1999021702:46:18-480,-900
STM48GLUZE9WYWAQ,FRONT,F0,N,N,N,N,N,,I,1999021702:49:42-480,-900
JEHWLIC0U6YPLZGZ,SIDE,L90,N,N,N,N,N,,I,1999021702:49:50-480,-900
GTK3ZIOPQDRDW81B,FRONT,F0,N,N,N,N,N,,I,1999021703:02:00-480,-900
K59ZX763SGBYQ2OH,SIDE,L90,N,N,N,N,N,,I,1999021703:02:04-480,-900
A8OVO38NY1K070KS,FRONT,F0,N,N,N,N,N,,I,1999021703:06:26-480,-900
W22QNJNGTVEUFA8F,SIDE,L90,N,N,N,N,N,,I,1999021703:06:48-480,-900
TQOCYCJA2LC7CIS9,FRONT,F0,N,N,N,N,N,,I,1999021703:09:38-480,-900
I5SYVQXRTBPOVCCS,SIDE,L90,N,N,N,N,N,,I,1999021703:09:44-480,-900
J96IX07IWYNSP5FT,FRONT,F0,N,N,N,N,N,,I,1999021703:13:30-480,-900
BNZ4W5UW7IBA7UH2,SIDE,L90,N,N,N,N,N,,I,1999021703:13:36-480,-900
ZFXWEJUH8654IPU2,FRONT,F0,N,N,N,N,N,,I,1999021703:19:04-480,-900
DVB5JB070QFERU1N,SIDE,L90,N,N,N,N,N,,I,1999021703:19:10-480,-900
Y80KLAUIWZEJ6REA,FRONT,F0,N,N,N,N,N,,I,1999021703:22:08-480,-900
DE58GW1ZKVJ9UKA8,SIDE,L90,N,N,N,N,N,,I,1999021703:22:12-480,-900
NAPGXS1WXTN8EMXI,FRONT,F0,N,N,N,N,N,,I,1999021703:27:20-480,-900
P2N421WTINU3WA6P,SIDE,L90,N,N,N,N,N,,I,1999021703:27:24-480,-900
VZF9BPMOUEEKX61Q,FRONT,F0,N,N,N,N,N,,I,1999021703:33:42-480,-900
RTMSPP1H2S8K6M75,SIDE,L90,N,N,N,N,N,,I,1999021703:34:08-480,-900
FI6YA55MKS504WTX,FRONT,F0,N,N,N,N,N,,I,1999021703:37:22-480,-900
W3BP64SZ1XH480JQ,SIDE,L90,N,N,N,N,N,,I,1999021703:37:28-480,-900
GCUXV5MIIBQANFWD,FRONT,F0,N,N,N,N,N,,I,1999021703:42:12-480,-900
LMKFHUXJB39UYQS6,SIDE,L90,N,N,N,N,N,,I,1999021703:42:18-480,-900
C8ZK14LRATFIXJWW,FRONT,F0,N,N,N,N,N,,I,1999021703:47:02-480,-900
BGVA1OGCBGW7IMXM,SIDE,L90,N,N,N,N,N,,I,1999021703:47:06-480,-900
AYH8XN2UCGQY3187,FRONT,F0,N,N,N,N,N,,I,1999021705:55:54-480,-900
TXB9Z9XVANI773EA,SIDE,L90,N,N,N,N,N,,I,1999021705:56:02-480,-900
HUGTF9L79O9HGZ0Y,FRONT,F0,N,N,N,N,N,,I,1999021706:16:58-480,-900
HBNYMYW0JXFQNQBY,SIDE,L90,N,N,N,N,N,,I,1999021706:17:30-480,-900
ILTJAUIQ5F3YH0W8,FRONT,F0,N,N,N,N,N,,I,1999021706:24:14-480,-900
JC9JJIXFR84SE242,SIDE,L90,N,N,N,N,N,,I,1999021706:24:20-480,-900
MAU2BQLJNRFYDHSF,SIDE,L90,N,N,N,N,N,,I,1999021706:37:22-480,-900
INWTMTKGEFVGLRXL,FRONT,F0,N,N,N,N,N,,I,1999021706:43:00-480,-900
GXS9DY7QKZZ5TWC9,SIDE,L90,N,N,N,N,N,,I,1999021706:43:10-480,-900
QHG4276Y7Q5OO5QG,FRONT,F0,N,N,N,N,N,,I,1999021706:47:28-480,-900
LR8955UE7GA6480V,SIDE,L90,N,N,N,N,N,,I,1999021706:47:38-480,-900
QLH77P1ZUE3Q2133,FRONT,F0,N,N,N,N,N,,I,1999021706:52:20-480,-900
TRKRYVGCX9ORBXGH,SIDE,L90,N,N,N,N,N,,I,1999021706:52:28-480,-900
HJ3GE6JLH63JOIKU,FRONT,F0,N,N,N,N,N,,I,1999021706:58:58-480,-900
HTIW1XJCQU9I6O43,SIDE,L90,N,N,N,N,N,,I,1999021706:59:08-480,-900
SVU93QQTT6BAUPAL,FRONT,F0,N,N,N,N,N,,I,1999021707:02:56-480,-900
VION66H65F60S8PW,SIDE,L90,N,N,N,N,N,,I,1999021707:03:08-480,-900
YA6FIM0UHZQ5BCZF,FRONT,F0,N,N,N,N,N,,I,1999021707:08:10-480,-900
AHS786WUQ9HDM256,SIDE,L90,N,N,N,N,N,,I,1999021707:08:18-480,-900
HFN2HX7QA8FIRL0D,FRONT,F0,N,N,N,N,N,,I,1999021707:14:34-480,-900
U61B36EZQN35N0YJ,SIDE,L90,N,N,N,N,N,,I,1999021707:14:44-480,-900
UR6QNRPVJD8QFSIJ,FRONT,F0,N,N,N,N,N,,I,1999021707:18:56-480,-900
UUB8TLMVL64VG4IW,SIDE,L90,N,N,N,N,N,,I,1999021707:19:06-480,-900
VGDYAK5QYMG5FNJD,FRONT,F0,N,N,N,N,N,,I,1999021707:23:16-480,-900
RGLYVFNCMO91GUN5,SIDE,L90,N,N,N,N,N,,I,1999021707:23:28-480,-900
RWD821N7N0FBQCHF,FRONT,F0,N,N,N,N,N,,I,1999021707:27:08-480,-900
RCLL0HFVIBKPK8RD,SIDE,L90,N,N,N,N,N,,I,1999021707:27:20-480,-900
UN32GQ3EKU1C5FFC,FRONT,F0,N,N,N,N,N,,I,1999021717:17:16-480,-900
DU2C21TRX3B0WWWY,SIDE,L90,N,N,N,N,N,,I,1999021717:17:28-480,-900
DRP5KTW7MPAV3M8E,FRONT,F0,N,N,N,N,N,,I,1999021717:43:56-480,-900
RVWK5A9EL6SQ7HTM,SIDE,L90,N,N,N,N,N,,I,1999021717:44:22-480,-900
Z6LGXG9X78MHH32Z,FRONT,F0,N,N,N,N,N,,I,1999021718:48:40-480,-900
MAGQATN2PM16QCQY,SIDE,L90,N,N,N,N,N,,I,1999021718:48:50-480,-900
U4PLC6RDNBLEMDKG,FRONT,F0,N,N,N,N,N,,I,1999021718:52:50-480,-900
Q4KSHCN43J4MO86Q,SIDE,L90,N,N,N,N,N,,I,1999021718:53:00-480,-900
NZFIG7NWY6V23HM9,FRONT,F0,N,N,N,N,N,,I,1999021718:57:00-480,-900
SBLM5MYSKF3C6L75,SIDE,L90,N,N,N,N,N,,I,1999021718:57:16-480,-900
AD2TYGTN3U1DKICX,FRONT,F0,N,N,N,N,N,,I,1999021719:01:40-480,-900
FY7AU3QUVST9JSKH,SIDE,L90,N,N,N,N,N,,I,1999021719:01:48-480,-900
M16C6WHPEU1Q80YM,FRONT,F0,N,N,N,N,N,,I,1999021719:05:58-480,-900
F2BAQGOAXHADSRT4,SIDE,L90,N,N,N,N,N,,I,1999021719:06:10-480,-900
FWB3VKC1KYOB87C2,FRONT,F0,N,N,N,N,N,,I,1999021719:10:36-480,-900
PLR4QW1R5R6K48RZ,SIDE,L90,N,N,N,N,N,,I,1999021719:10:46-480,-900
A1D01QCALVZ6B862,FRONT,F0,N,N,N,N,N,,I,1999021719:16:06-480,-900
NMHADF7QKD9TGBOI,SIDE,L90,N,N,N,N,N,,I,1999021719:16:18-480,-900
K44HE06D8G9OAMOE,SIDE,L90,N,N,N,N,N,,I,1999021720:58:36-480,-900
SDVXH6FV9V76O759,FRONT,F0,N,N,N,N,N,,I,1999021720:59:20-480,-900
YD0WZU3I6DHCCUR9,FRONT,F0,N,N,N,N,N,,I,1999021721:03:48-480,-900
C3V0YWQAXLSTJCQV,SIDE,L90,N,N,N,N,N,,I,1999021721:04:02-480,-900
XLT37AU9AF18MQDP,FRONT,F0,N,N,N,N,N,,I,1999021721:08:36-480,-900
UJVX19JV0OGR2IS6,SIDE,L90,N,N,N,N,N,,I,1999021721:08:46-480,-900
RR73ZEUPDLVM7WZS,FRONT,F0,N,N,N,N,N,,I,1999021721:13:04-480,-900
N9D2AETX1JR3OADG,SIDE,L90,N,N,N,N,N,,I,1999021721:13:12-480,-900
FSAJMEXZQFPFO82J,FRONT,F0,N,N,N,N,N,,I,1999021721:56:04-480,-900
U500KUM1XMYNIZ3Q,SIDE,L90,N,N,N,N,N,,I,1999021721:56:16-480,-900
R6ZPQKAWU2QZHKTI,FRONT,F0,N,N,N,N,N,,I,1999021722:05:54-480,-900
MK0NS9PR36J5FHS0,SIDE,L90,N,N,N,N,N,,I,1999021722:06:04-480,-900
W84BVQPYDLUM1IZ4,FRONT,F0,N,N,N,N,N,,I,1999021722:11:46-480,-900
WPL79023SQ02O9M9,SIDE,L90,N,N,N,N,N,,I,1999021722:11:56-480,-900
SJFUMJXLM8DC9Q27,FRONT,F0,N,N,N,N,N,,I,1999021722:21:06-480,-900
PTFB8MH13M76HYWZ,SIDE,L90,N,N,N,N,N,,I,1999021722:21:20-480,-900
S5QAR40NXFNOOITL,FRONT,F0,N,N,N,N,N,,I,1999021722:25:30-480,-900
T3A5P7QLX7UD949C,SIDE,L90,N,N,N,N,N,,I,1999021722:25:46-480,-900
H0RB5GPAK7S33G7J,FRONT,F0,N,N,N,N,N,,I,1999021722:30:50-480,-900
ZVMJBNDMI4JV4Z3P,SIDE,L90,N,N,N,N,N,,I,1999021722:31:04-480,-900
TBW5PZ58GVO5Y7ID,FRONT,F0,N,N,N,N,N,,I,1999021722:32:14-480,-900
WPZUMZELL1KZWGTA,SIDE,L90,N,N,N,N,N,,I,1999021722:32:24-480,-900
VBVBR9IBG8OQ4W1B,FRONT,F0,N,N,N,N,N,,I,1999021800:53:58-480,-900
VA9URU5Y2RSZA2BM,SIDE,L90,N,N,N,N,N,,I,1999021800:54:02-480,-900
HYBA1B58Q4EAHQSL,FRONT,F0,N,N,N,N,N,,I,1999021800:57:38-480,-900
FPDEELY9N9FTTAHV,SIDE,L90,N,N,N,N,N,,I,1999021800:57:44-480,-900
UO8UUKE2617W2XRE,FRONT,F0,N,N,N,N,N,,I,1999021801:02:02-480,-900
FYD8I6M59B4DBJZJ,SIDE,L90,N,N,N,N,N,,I,1999021801:02:08-480,-900
CN9V8CTZ5FKTFT2F,FRONT,F0,N,N,N,N,N,,I,1999021801:05:42-480,-900
Q2YM8J78B2XHWT97,SIDE,L90,N,N,N,N,N,,I,1999021801:05:48-480,-900
GPOLW4JPROJAFNPC,FRONT,F0,N,N,N,N,N,,I,1999021803:58:42-480,-900
B8LHVSA0N49WTC7V,SIDE,L90,N,N,N,N,N,,I,1999021803:58:54-480,-900
FTO3L3ATN6EG7U11,FRONT,F0,N,N,N,N,N,,I,1999021804:03:16-480,-900
MLKL83SAPGWDM9UB,SIDE,L90,N,N,N,N,N,,I,1999021804:03:24-480,-900
KWA2B1SVUH7UMYCU,FRONT,F0,N,N,N,N,N,,I,1999021804:07:04-480,-900
E751REFUA7R5E30Q,SIDE,L90,N,N,N,N,N,,I,1999021804:07:10-480,-900
YS4ASZJ3VV8RPSF2,FRONT,F0,N,N,N,N,N,,I,1999021804:11:06-480,-900
N0Z3VTP3AFWOU3Q2,SIDE,L90,N,N,N,N,N,,I,1999021804:11:14-480,-900
RNB7MSHWNUK64Z7U,FRONT,F0,N,N,N,N,N,,I,1999021804:15:12-480,-900
BFH1XY5VCN8YHRP9,SIDE,L90,N,N,N,N,N,,I,1999021804:15:20-480,-900
KHZ95SX4D9YWUC6E,FRONT,F0,N,N,N,N,N,,I,1999021804:18:48-480,-900
DPL083M8PF3ICHVG,SIDE,L90,N,N,N,N,N,,I,1999021804:18:54-480,-900
V90KEGB1UDCTNTQ2,FRONT,F0,N,N,N,N,N,,I,1999021804:23:26-480,-900
ULUCT727OOQEUXAJ,SIDE,L90,N,N,N,N,N,,I,1999021804:23:34-480,-900
FRVJ476O6PPXPWHA,FRONT,F0,N,N,N,N,N,,I,1999021804:27:46-480,-900
WVCDBBK4E9FCOXLL,SIDE,L90,N,N,N,N,N,,I,1999021804:27:52-480,-900
IJ2RHTSL81P35C19,FRONT,F0,N,N,N,N,N,,I,1999021804:32:28-480,-900
ANV2FACV26O95JB0,SIDE,L90,N,N,N,N,N,,I,1999021804:32:38-480,-900
VQNWAQ8N1I41IE99,FRONT,F0,N,N,N,N,N,,I,1999021804:36:06-480,-900
GMV9GOQJH4JPN6IA,SIDE,L90,N,N,N,N,N,,I,1999021804:36:12-480,-900
RRWE5FE046E1LPSW,FRONT,F0,N,N,N,N,N,,I,1999021804:39:48-480,-900
BVCW7XEYQE2ZJZD8,SIDE,L90,N,N,N,N,N,,I,1999021804:39:56-480,-900
GAN423IM6RJSLT0B,FRONT,F0,N,N,N,N,N,,I,1999021804:43:58-480,-900
FFQ8WYK6ZSKLJ5OU,SIDE,L90,N,N,N,N,N,,I,1999021804:44:04-480,-900
XBFC9JPUU9SIGZK6,FRONT,F0,N,N,N,N,N,,I,1999021804:48:06-480,-900
X9E5YA4GPFKT3W7V,SIDE,L90,N,N,N,N,N,,I,1999021804:48:12-480,-900
E3S0TUXWX3N3EAWS,FRONT,F0,N,N,N,N,N,,I,1999021804:51:36-480,-900
SDQMQ6JJYYGCZKQ1,SIDE,L90,N,N,N,N,N,,I,1999021804:51:42-480,-900
WQTDUS3CQTLYX2CJ,FRONT,F0,N,N,N,N,N,,I,1999021804:58:14-480,-900
QNJ1JW7XM1Z65YLI,SIDE,L90,N,N,N,N,N,,I,1999021804:58:20-480,-900
ZQCNXTFTQRR8AJ4X,FRONT,F0,N,N,N,N,N,,I,1999021805:02:06-480,-900
XGU063DCW4TFO5SZ,SIDE,L90,N,N,N,N,N,,I,1999021805:02:16-480,-900
IT8XIUESDUR1N2XR,FRONT,F0,N,N,N,N,N,,I,1999021805:14:40-480,-900
KFXCA4QYTSQA62V4,SIDE,L90,N,N,N,N,N,,I,1999021805:14:48-480,-900
SE9H0M6XY5JXGY51,FRONT,F0,N,N,N,N,N,,I,1999021805:21:04-480,-900
V8UPKX8DHSE40O6H,SIDE,L90,N,N,N,N,N,,I,1999021805:21:08-480,-900
C6VTKL1OUWH0HVHQ,FRONT,F0,N,N,N,N,N,,I,1999021805:35:18-480,-900
TO3AB952ZHTLXVAP,SIDE,L90,N,N,N,N,N,,I,1999021805:35:24-480,-900
JVUMHO5L0CBI9I54,FRONT,F0,N,N,N,N,N,,I,1999021805:47:50-480,-900
PQI950FSBQZHP79M,SIDE,L90,N,N,N,N,N,,I,1999021805:48:00-480,-900
PBNOK2KCX8GQGUET,FRONT,F0,N,N,N,N,N,,I,1999021805:52:32-480,-900
MQ68ZUK93FP4U9PQ,SIDE,L90,N,N,N,N,N,,I,1999021805:52:42-480,-900
BMS3OZ9OH4JLV4UQ,FRONT,F0,N,N,N,N,N,,I,1999021805:57:30-480,-900
X82SRS3F4KLAD4OM,SIDE,L90,N,N,N,N,N,,I,1999021805:57:38-480,-900
HVQ22SG6J4UNYEJB,FRONT,F0,N,N,N,N,N,,I,1999021806:03:10-480,-900
JP4T5AGNDEKIP4KA,SIDE,L90,N,N,N,N,N,,I,1999021806:03:24-480,-900
SQM627WEBDSSWQFW,FRONT,F0,N,N,N,N,N,,I,1999021806:08:08-480,-900
FTVBWMZXBG3HCA75,SIDE,L90,N,N,N,N,N,,I,1999021806:08:14-480,-900
YV24FJ7CE2LF2BSK,FRONT,F0,N,N,N,N,N,,I,1999021806:12:26-480,-900
IYFLLUVHLIORQPR9,SIDE,L90,N,N,N,N,N,,I,1999021806:12:36-480,-900
M38E5HK84WPQJALW,FRONT,F0,N,N,N,N,N,,I,1999021806:22:12-480,-900
OQCPO5Q21HDGKPJ8,SIDE,L90,N,N,N,N,N,,I,1999021806:22:22-480,-900
TD2WYVJHWEOJKUUG,FRONT,F0,N,N,N,N,N,,I,1999021816:53:26-480,-900
EC2L04CLF80KYIZZ,SIDE,L90,N,N,N,N,N,,I,1999021816:53:42-480,-900
RTYCF4WCBCEZ47A8,FRONT,F0,N,N,N,N,N,,I,1999021817:06:10-480,-900
TGMY9HFB073E7T66,SIDE,L90,N,N,N,N,N,,I,1999021817:06:22-480,-900
T8VKFLZXCA0MCQZS,FRONT,F0,N,N,N,N,N,,I,1999021817:17:08-480,-900
SF6KO749OFHNKLUW,SIDE,L90,N,N,N,N,N,,I,1999021817:17:22-480,-900
RSGH88LOGXKZ4DGS,FRONT,F0,N,N,N,N,N,,I,1999021817:27:00-480,-900
CW3Q1BF62UQV8VUR,SIDE,L90,N,N,N,N,N,,I,1999021817:27:12-480,-900
C87NQR0XV4RW7NP7,FRONT,F0,N,N,N,N,N,,I,1999021817:33:14-480,-900
